objectname,RA,DEC,period,R2,sector
TIC 298079609,142.6773655,-53.52170315,0.495170813,0.998650893,"[62, 10, 9, 63]"
TIC 229776723,282.868819,68.41026208,0.23419776,0.998650607,"[50, 48, 57, 55, 59, 58, 49, 24, 23, 16, 53, 52, 60, 56, 25, 14, 19, 22, 15, 41, 21, 26, 40, 20, 18, 51]"
TIC 144500485,84.42670105,-41.02327656,0.568764262,0.998649987,"[33, 32]"
TIC 198508117,210.443252,77.27735057,0.217692525,0.998648055,"[47, 41, 48, 53]"
TIC 165982704,195.7259128,34.99139811,0.29773575,0.998643133,"[49, 23, 22]"
TIC 366786018,197.9209709,5.616975515,0.489094158,0.998640457,"[23, 50]"
TIC 269429950,326.2576908,-1.427102049,0.85683214,0.998635277,[42]
TIC 380659334,269.1521822,-63.14241626,0.349513334,0.998634612,"[66, 13]"
TIC 66406902,73.47308752,65.11128892,0.288667966,0.998630606,[59]
TIC 432208244,130.2039354,0.164471085,0.255305629,0.998629795,[34]
TIC 189476500,143.0766106,-28.62776886,0.649132778,0.998626763,"[35, 8, 9]"
TIC 286627829,313.2604741,22.94779518,0.346300883,0.998617533,[55]
TIC 336891993,18.03254553,2.286165001,0.353437834,0.998616134,"[42, 43]"
TIC 298609696,267.7224664,23.56876144,0.39891046,0.99861595,"[53, 52]"
TIC 380670111,179.4257928,7.806074878,0.287025909,0.998614402,[46]
TIC 398732845,32.17619485,-10.08862759,0.315517959,0.998612754,"[30, 4]"
TIC 386956587,168.1375983,23.50370743,0.439197393,0.998607172,"[49, 22]"
TIC 270314434,20.19872937,-47.71360255,0.269726309,0.998606614,[29]
TIC 217037213,246.0139343,-53.81211592,0.348459757,0.998605413,"[66, 39]"
TIC 308457026,120.9245231,-61.92318368,0.643671159,0.998590333,"[61, 64, 8, 62, 63, 9, 10]"
TIC 441041386,324.992749,-23.35307961,0.7490107,0.998589462,[28]
TIC 419531467,8.291714044,62.3289078,0.313307102,0.998582731,[24]
TIC 429034400,10.80135675,17.2779706,0.571005692,0.998575538,"[42, 43]"
TIC 188630094,350.5857754,-15.93902481,0.861300374,0.998574381,"[42, 2]"
TIC 99639914,107.7865222,69.87433696,0.238585575,0.998559762,[26]
TIC 204327008,347.0989618,-19.70390301,0.323337388,0.998555763,"[29, 2]"
TIC 317250858,122.466816,-84.601128,0.349582377,0.998553469,"[13, 11, 12]"
TIC 9880516,110.3957572,40.34537943,0.403290665,0.998543706,[60]
TIC 272267318,220.2884233,-5.095555852,0.384531366,0.99854202,[51]
TIC 10049311,123.9978417,40.56114641,0.294123484,0.998538114,[47]
TIC 308055615,99.44665155,15.95382567,0.425476645,0.998535493,[33]
TIC 263662943,231.2296963,-70.46990298,0.515223552,0.998525557,[39]
TIC 358179405,107.081637,-74.224548,0.291698965,0.99852526,"[11, 13, 9, 10, 12]"
TIC 158023761,216.5392723,46.26862691,0.290456462,0.998521557,"[50, 49]"
TIC 340794289,36.65229386,-41.32880058,0.834429928,0.998520405,[3]
TIC 232132679,90.57127616,1.694054944,1.088890686,0.998509248,[33]
TIC 310629227,254.8499123,15.2077547,0.508052133,0.998506844,[25]
TIC 216151248,258.3833631,-45.45308716,0.360407617,0.998506538,"[39, 66, 12]"
TIC 456263109,101.8700328,69.62910426,0.771474871,0.998504894,"[47, 60, 20]"
TIC 127368788,349.952128,36.06400936,0.325168298,0.998500237,[57]
TIC 284563930,291.4703214,58.15185396,0.621059054,0.998498769,"[55, 40, 53, 54, 49, 47, 50]"
TIC 146760769,45.98386482,-47.88999815,0.319747868,0.998494927,"[31, 30]"
TIC 270491865,232.3505338,67.20444638,0.449025548,0.99848775,"[50, 16, 22, 15, 23, 17, 49, 41, 20, 47, 40, 54, 14]"
TIC 345180632,177.3329427,-41.66612047,0.770485805,0.998480881,[37]
TIC 138476641,96.50732966,82.35766436,0.448254082,0.998477884,"[52, 60, 40, 47, 19, 59, 20]"
TIC 371066950,329.25925,48.66856528,0.631459529,0.998471561,"[57, 16]"
TIC 451573192,274.3124821,-87.09347887,0.352677382,0.998471418,[39]
TIC 367681735,246.9561481,72.97168051,0.256796078,0.998457091,"[49, 60, 58, 57, 15, 40, 52, 53, 51, 48, 47, 54, 55]"
TIC 26584043,292.0442846,48.94353042,0.296586417,0.998448177,"[15, 14]"
TIC 394596952,348.7547299,-63.57349155,0.283801654,0.998447325,[1]
TIC 24606516,80.80237483,-9.12842669,0.401802464,0.998440898,[5]
TIC 145002191,131.5965876,-52.84371807,0.581387486,0.998437751,"[63, 62]"
TIC 148622555,154.1666772,59.37911128,0.63720062,0.998426612,"[47, 48, 21]"
TIC 70285645,113.8221576,19.05256333,0.298252843,0.99841899,"[46, 45]"
TIC 142619515,171.0222346,77.8711371,0.269919672,0.998418501,[26]
TIC 123357952,281.4872692,47.31930557,0.428619838,0.998404575,"[41, 26, 14, 53, 55, 40, 54]"
TIC 106309554,158.858487,-39.742114,1.104290297,0.998401522,"[9, 63]"
TIC 270400213,263.7261181,44.19793259,0.251368469,0.998391862,"[26, 25]"
TIC 277104322,84.23483554,-67.00182697,0.282131596,0.998371278,"[65, 62, 6, 66, 7, 4]"
TIC 105989673,157.5122209,-36.5180211,0.407328098,0.998363707,[63]
TIC 323405243,333.5554197,68.90213188,0.324439375,0.998361659,[24]
TIC 121843962,226.3819472,-36.2199544,0.343116645,0.998356936,[65]
TIC 274551602,254.2458946,49.7798392,0.380353956,0.998355724,"[24, 25, 26]"
TIC 327656776,189.82983,-71.621788,0.341026612,0.99833757,"[11, 64, 38, 65, 12]"
TIC 229590612,272.2504076,75.30867452,0.312445544,0.99832416,"[47, 52, 48, 51, 49, 50]"
TIC 290032774,290.6631061,50.70470704,0.57795004,0.998319172,"[56, 54, 15, 55, 53, 14]"
TIC 206492505,58.61459363,-49.50975131,0.921602479,0.998308757,"[30, 31]"
TIC 23753424,208.5785331,40.76176455,0.345538501,0.998292931,"[50, 23, 16, 49]"
TIC 119666283,222.0141843,13.94477261,0.413648749,0.99828349,[51]
TIC 198051336,63.04205403,-59.09996377,0.641100422,0.998277164,"[4, 65, 3, 62]"
TIC 38585410,63.8722437,-60.94162348,0.380482695,0.998268091,"[29, 32, 38, 34, 35, 3, 28, 31, 39]"
TIC 41636669,309.3266778,-10.79162199,0.423527708,0.99826534,[54]
TIC 286036831,205.9967994,2.151546033,0.632021964,0.998262225,"[23, 46, 50]"
TIC 290610129,140.4278313,2.517816944,0.69497848,0.99826029,[35]
TIC 365198355,204.4333319,2.382300229,0.558865822,0.998256931,"[23, 46, 50]"
TIC 278829112,336.3305371,-36.49079425,0.245751801,0.998252798,[28]
TIC 375148300,89.08256566,-49.01178481,0.470400444,0.998252069,"[33, 32, 34]"
TIC 431375592,348.7971891,48.21833028,0.41090704,0.998251381,"[17, 16]"
TIC 397023892,176.3503288,1.921350295,0.27854819,0.998239602,[46]
TIC 29780293,65.010762,-71.245643,0.414210479,0.998234844,"[11, 9, 10, 12]"
TIC 298263094,234.8134727,29.62211535,0.726957627,0.998234441,[24]
TIC 348773723,75.16913894,-14.38134423,0.443510552,0.998229815,[5]
TIC 345382647,298.5081328,15.29208417,0.273133514,0.998226386,[54]
TIC 406951407,290.2848891,51.03359268,0.361892387,0.99822165,"[56, 54, 53, 14, 55]"
TIC 372344502,315.505538,-71.83337915,0.316383158,0.998221287,"[27, 13]"
TIC 70715021,151.6968309,-32.15001543,0.910260647,0.998220226,"[35, 36]"
TIC 60657338,138.03798,-8.347724999,0.299667287,0.998218692,"[61, 8]"
TIC 206590268,20.57909492,-56.7314479,0.657017238,0.9982015,[29]
TIC 351397173,307.6383138,-62.8575485,0.463942991,0.998196705,[27]
TIC 147611197,148.9348488,66.24386397,0.379603542,0.998194576,"[20, 47, 21, 40, 14, 41]"
TIC 233731070,277.4437729,62.25859166,1.106288377,0.998191357,"[48, 52, 41, 51, 59, 56, 50, 47, 15, 55, 57, 58, 60, 49, 54, 53, 40]"
TIC 286585105,271.7012921,15.92607899,0.282520757,0.998181561,"[53, 40]"
TIC 279637388,48.76491546,-64.48634586,0.361108049,0.998180265,[30]
TIC 270288280,215.416772,-33.907139,0.305655123,0.998176942,[11]
TIC 92234970,49.05018299,-22.09189433,0.771924209,0.998168003,[4]
TIC 152926076,338.4217481,-38.8898946,0.802073648,0.998166709,[28]
TIC 386952124,239.40124,-32.635033,0.87582746,0.998161591,[12]
TIC 168851294,64.94519092,-32.16843109,0.643676149,0.998152747,"[5, 4]"
TIC 293138450,107.836939,2.881204,0.828314923,0.998144377,[7]
TIC 300220955,208.4466134,-60.17601476,0.795924321,0.998130876,"[65, 11]"
TIC 22846570,204.3420176,41.57716168,0.569439129,0.998127953,"[49, 50]"
TIC 201796819,35.40364225,-55.9768198,0.285191561,0.998114809,"[3, 2]"
TIC 167719897,103.2827708,-65.70177157,0.513292518,0.998113762,"[63, 62, 65, 66, 64, 9, 61, 12, 11, 10]"
TIC 284863911,77.12554165,11.52926943,0.342949157,0.998108163,"[5, 44]"
TIC 26970485,293.8693349,53.13161625,0.530672588,0.998107325,"[40, 54, 41, 55]"
TIC 178876459,151.491473,-2.342634,0.382502574,0.998093059,[8]
TIC 311431771,264.2170197,23.80551699,0.347178334,0.998089569,"[26, 25]"
TIC 271999940,114.8573162,-73.76903785,0.563885741,0.998089263,"[64, 61, 66, 65, 62, 63, 13, 11, 9, 10, 12]"
TIC 151300352,258.7591621,-33.56115823,0.621185083,0.998086138,"[39, 66, 12]"
TIC 180551164,15.54788448,-38.15158337,0.292370643,0.998082804,"[2, 3]"
TIC 50170202,278.1119442,14.5568792,0.588217238,0.998072627,"[40, 53]"
TIC 229751802,280.8019496,69.93207447,0.515963397,0.998072229,"[41, 14, 49, 16, 19, 17, 18, 59, 55, 56, 15, 24, 57, 26, 25, 53, 54, 60, 47, 52, 20, 23, 58, 48, 40, 50, 22]"
TIC 423119214,274.1313011,25.73188405,1.117215615,0.998058827,[40]
TIC 318717335,10.59679181,4.16657043,0.276633923,0.998011598,"[43, 42]"
TIC 180724703,15.82972218,-37.75387189,1.121493699,0.998007283,"[2, 3, 29]"
TIC 238607981,132.7699176,21.70136595,0.518920739,0.998003311,"[46, 45, 44]"
TIC 269852237,70.27112657,-78.64832978,0.561220553,0.998001058,"[27, 29, 28, 35, 39, 38, 32]"
TIC 124369049,256.1308166,-46.8127526,0.291849988,0.997995963,"[66, 12]"
TIC 447353870,251.9229394,-61.13741946,0.570522964,0.997985843,[66]
TIC 364965655,298.1677668,58.63922323,0.264219435,0.997985831,"[41, 14, 47, 15, 57, 56, 55, 54, 16, 17, 60]"
TIC 293466528,50.3373839,-79.2862993,0.974464081,0.997976483,"[66, 13, 28, 39, 12, 62]"
TIC 349269725,108.951209,-61.354876,0.344046917,0.99796492,"[8, 13, 12]"
TIC 298801915,143.3094857,-48.80921249,0.805908853,0.997956883,"[35, 36, 9, 63, 62]"
TIC 34107676,59.55964425,-7.759340333,0.340291368,0.997949294,[5]
TIC 26200851,276.4370866,-33.97819187,1.029932632,0.997947545,[66]
TIC 206328160,354.3186177,-49.23772489,0.827515076,0.997946182,[28]
TIC 75818403,139.5267963,-46.08306716,0.563806122,0.997944773,"[62, 63, 9, 8]"
TIC 344950804,151.6224076,4.57490274,0.799443912,0.997935616,"[46, 45]"
TIC 396298498,2.294576,59.149788,0.202046708,0.997928555,"[57, 24, 58, 17, 18]"
TIC 36728572,40.31090504,-9.763592648,1.131759645,0.997926871,[4]
TIC 349667325,67.21664376,30.36155001,0.461189049,0.997919359,"[43, 44, 19]"
TIC 288489491,320.870037,9.931920063,0.331914488,0.997917824,[55]
TIC 269891803,44.38936581,35.23366517,0.473501514,0.997916689,[58]
TIC 166869548,58.97771082,-32.99691325,0.703881948,0.997910807,[31]
TIC 260842067,189.1787235,-53.6936651,0.373160147,0.997855477,"[37, 11, 38, 10]"
TIC 193770329,268.1627669,43.824816,0.316270924,0.997845901,"[26, 25]"
TIC 33004581,88.03506715,-27.71277633,0.622177385,0.997843672,"[33, 32]"
TIC 231048083,28.95104382,-55.0721728,0.317820974,0.997831666,"[3, 2, 29, 30]"
TIC 149539114,85.95724055,-60.09843841,0.859944289,0.997828001,"[65, 64, 36, 35, 9, 10, 63, 27, 37, 30, 66, 6, 8, 39, 29, 62, 31, 38, 11, 61, 13, 33, 5, 7, 4, 3]"
TIC 411451519,214.2384191,-57.85434886,0.605766517,0.997815771,"[65, 38]"
TIC 186595806,44.97130518,38.02999525,0.387202985,0.99781306,[18]
TIC 138960108,294.9298609,40.14700282,0.442090222,0.997808757,[14]
TIC 167670025,216.435262,-36.879492,0.848304352,0.997802196,"[11, 38, 65]"
TIC 52382500,24.19794707,-69.95189891,0.393626011,0.997799644,"[29, 28, 2, 1]"
TIC 295048755,269.5126332,-70.24792168,0.3950562,0.997791574,[39]
TIC 242245522,211.6557392,-43.4621867,0.283877126,0.997786355,"[65, 11, 38]"
TIC 177118376,104.303159,-66.280067,0.411233209,0.997779656,"[61, 65, 63, 66, 64, 10, 62, 9, 12, 11]"
TIC 144522855,50.94222912,-25.48648423,0.665209657,0.997778539,[31]
TIC 100830119,88.63608136,-35.08512046,0.300129799,0.997777362,"[32, 5, 33, 6]"
TIC 147563141,143.581337,66.79501983,0.971787941,0.997772472,"[47, 40]"
TIC 180730928,129.5374184,-40.08108724,1.135909755,0.997767943,"[61, 62, 8]"
TIC 377611329,348.2955001,62.70157335,0.920636116,0.997767224,"[17, 57, 58, 18]"
TIC 17467989,242.827755,35.63863019,0.317609128,0.997739089,"[25, 24]"
TIC 351559719,309.7451161,-60.90157652,0.324342565,0.997737001,[27]
TIC 216977460,295.7257624,29.36128965,0.415685985,0.997734658,"[40, 54]"
TIC 289815523,66.60103279,79.63980189,0.440694771,0.997701205,"[19, 59, 60, 52, 26, 25, 53]"
TIC 470969737,110.4075902,49.54794847,0.448106268,0.997683718,"[20, 47]"
TIC 345482340,68.51842466,8.73389011,0.365218814,0.997677135,[5]
TIC 158321712,286.7490841,46.53899629,0.272891971,0.997672584,"[41, 40, 53, 55, 15, 54, 14, 26]"
TIC 156563222,213.2057948,24.53425458,0.271055709,0.997650461,"[23, 50]"
TIC 107011293,162.0119543,-39.11853769,0.946477527,0.997645414,[36]
TIC 411249229,195.3145688,3.966395034,0.373053042,0.997639712,"[50, 46]"
TIC 120891206,286.4123049,37.90823529,0.326511982,0.997639623,"[54, 53, 14, 40]"
TIC 298847515,69.68283808,-5.39421066,0.338403533,0.997634704,[5]
TIC 356888827,324.2244131,33.71847208,0.655543336,0.997631196,[55]
TIC 37570212,135.2709295,-27.24761788,0.364209836,0.99762225,[62]
TIC 420899356,273.3681238,52.09423508,0.3385976,0.997589284,"[25, 26]"
TIC 161687150,236.0732983,58.80081089,0.354863941,0.997581347,[24]
TIC 161570793,74.44133464,-42.89350181,0.276387295,0.997579511,[5]
TIC 115810065,150.5152922,46.08456292,0.49064126,0.99757739,[48]
TIC 384355530,136.1485032,-54.01643835,0.96071918,0.997577079,[36]
TIC 287095354,137.4830647,54.48825702,0.47925405,0.997576042,"[47, 21]"
TIC 24662304,80.8271249,-8.415592,1.082125778,0.997559364,"[32, 5, 6]"
TIC 132764448,119.9956008,-38.68453273,0.835203606,0.997557551,"[62, 61, 7, 8]"
TIC 279236955,299.2443864,21.33047819,0.248311261,0.997556858,"[54, 41, 14]"
TIC 302202479,9.429829343,14.60208618,0.389708721,0.997555441,[43]
TIC 405605748,202.0407789,-32.72364014,0.764810815,0.997554311,[37]
TIC 288857260,37.04235742,71.47326247,0.310920254,0.997550306,"[19, 58, 18, 52]"
TIC 169181296,297.2698124,40.41014901,0.37745669,0.997545512,"[14, 54, 55, 15]"
TIC 219092860,269.0572609,68.11992037,0.37701478,0.997545458,"[17, 16, 19, 18, 60, 56, 58, 49, 48, 59, 14, 41, 51]"
TIC 159854358,236.7891372,53.02404635,0.326617669,0.997544038,"[50, 16, 24, 51, 23, 49]"
TIC 408242182,63.12468199,32.63955533,0.619927566,0.997532627,[43]
TIC 200653487,353.2391432,33.64735829,0.290661504,0.997529225,[57]
TIC 304279911,177.8273114,-61.99609476,0.347445178,0.997518639,"[38, 37, 11, 64, 10]"
TIC 239990694,94.60721317,34.49417885,0.779745494,0.997504062,"[43, 45]"
TIC 161840047,241.6384253,54.6727399,0.746847049,0.997502216,"[50, 51, 49]"
TIC 366664008,76.67812789,32.1486478,0.290472564,0.997502044,"[43, 44]"
TIC 336485998,281.3107791,28.69644144,0.318964097,0.997497936,"[54, 40, 53]"
TIC 4030832,246.1890224,-53.4642722,0.373406101,0.997491296,"[39, 66]"
TIC 33372313,344.2970245,-11.76242333,0.300382512,0.997489896,[42]
TIC 176863340,143.246179,-23.802793,0.973099435,0.997485458,[8]
TIC 340071430,290.8352843,15.78728979,0.294547858,0.997479418,"[40, 54]"
TIC 158366841,274.4691063,23.14755974,0.326660458,0.997474923,[26]
TIC 11002748,56.20413949,-3.078622126,0.779663699,0.99747147,[5]
TIC 441810703,267.1008482,77.05329006,0.33668688,0.997463301,"[49, 40, 50, 48, 55, 52, 47]"
TIC 148158374,229.720089,-40.848004,0.759504045,0.997460742,"[11, 65]"
TIC 253052541,177.976712,44.63481462,0.635178016,0.997443141,[22]
TIC 144315764,170.7709717,30.46431183,0.318781025,0.997439855,[49]
TIC 177057901,356.1339274,46.38015795,0.685117651,0.997432745,"[17, 57]"
TIC 439458951,19.27340546,-23.23857181,0.311410182,0.997404498,"[30, 3]"
TIC 141621733,89.029774,-73.644641,0.822502476,0.997403471,[10]
TIC 257074224,330.4027143,9.98282578,0.586218242,0.997399326,[55]
TIC 5713097,179.1428814,-18.06485479,0.41568498,0.997389311,[36]
TIC 403136932,333.7673761,-54.27832545,0.302918356,0.997388169,[1]
TIC 256797617,301.070114,61.09232936,0.250729581,0.99737521,[24]
TIC 274348764,300.5163949,39.76565236,0.832971074,0.997373684,"[14, 55, 41, 15, 54]"
TIC 169815918,297.7035759,40.64252294,0.963216286,0.997361476,"[54, 15, 55]"
TIC 381167995,51.06453629,1.356658599,0.823889561,0.997357622,[4]
TIC 149248196,82.186873,-65.448621,1.027436526,0.997357324,"[35, 38, 33, 7, 8, 9, 66, 6, 34, 62, 11, 39, 36, 32, 4, 63, 31, 27, 5, 12, 2, 28, 65]"
TIC 366743039,188.4635461,1.9512807,0.260542157,0.997345933,[46]
TIC 307284038,93.34248774,43.29125591,0.341797063,0.997345695,[60]
TIC 320928345,271.7701738,29.31523981,0.566928231,0.99732566,[40]
TIC 258799793,286.6281427,68.28468619,0.254902948,0.99728024,"[50, 24, 49, 53, 55, 41, 25, 23, 15, 14, 17, 54, 21, 18, 40, 16, 26, 22, 20, 51, 52, 48]"
TIC 99821397,322.8280365,-21.0584203,0.887416582,0.99727778,[28]
TIC 431527184,357.381366,53.13462285,0.99821546,0.997259268,[24]
TIC 231262738,334.030152,-51.01348407,0.302400796,0.997255045,[28]
TIC 332228996,182.4410821,47.40856859,0.309716442,0.997253851,"[48, 49]"
TIC 408256515,70.60531072,-26.29221075,0.455428769,0.997247984,[5]
TIC 125914887,70.68553818,24.6773964,0.355351192,0.997243228,"[43, 44]"
TIC 244011373,304.0415931,-4.347557238,0.660172093,0.997242473,[54]
TIC 157647276,279.4091,40.40752533,0.221282667,0.997241565,"[54, 26, 53]"
TIC 470901118,42.38735218,57.88355947,0.771270227,0.997240893,"[58, 18]"
TIC 144307714,354.6090099,-45.20186562,0.404069776,0.997229578,"[28, 29]"
TIC 301376799,52.72854429,-3.069164875,0.386306366,0.997192918,[31]
TIC 410155126,352.9478133,-69.68718243,0.727199147,0.997190657,[1]
TIC 312060302,10.18424915,58.84827116,0.97999363,0.997190609,"[17, 58, 18]"
TIC 15373544,185.0559031,-52.63033108,0.371945203,0.997187529,[37]
TIC 141766191,91.68053305,-72.21510108,0.373576912,0.997185648,"[61, 66, 64, 65, 10, 63, 13, 11, 12]"
TIC 375814451,313.2791555,10.42777715,0.545033333,0.997166598,[55]
TIC 199682033,252.4161011,58.25682499,0.296805807,0.997163894,"[24, 25, 26]"
TIC 143669444,118.496043,-45.64327217,1.101913048,0.997162235,"[62, 61, 7, 8]"
TIC 229588059,271.8826165,75.52303393,0.799625041,0.997161587,"[48, 47, 40, 41, 49, 22, 24, 20, 23, 26, 19, 53, 52, 51, 54, 21, 17, 16, 57, 18, 55, 15, 56, 59, 60, 58, 50]"
TIC 193604411,266.1240922,42.98085696,0.448597798,0.997151513,"[25, 26]"
TIC 219423316,79.9367396,-52.03815062,1.194440998,0.997147283,"[64, 6, 4]"
TIC 75703490,237.167002,-54.243828,0.423016947,0.997143472,"[12, 65, 39]"
TIC 321929055,0.618480165,-50.14939191,0.28098432,0.997136812,"[28, 29]"
TIC 236017957,251.826388,24.94519153,0.609143285,0.997136135,[52]
TIC 349523518,111.4946211,-63.22428916,0.395631927,0.997129608,"[4, 6, 8, 11, 5, 10, 9, 13, 7, 12]"
TIC 157420463,264.6198977,36.15009311,0.426347972,0.997125354,"[26, 25]"
TIC 330753460,144.1306853,28.33980183,0.37969456,0.997120914,"[48, 21]"
TIC 359631482,280.1576697,57.49486686,0.556514727,0.99711928,"[54, 15, 19, 21, 24, 23, 49, 50, 26, 17, 53, 20, 55, 14, 16, 51, 48, 41, 40, 25, 47, 52, 22, 18]"
TIC 181861434,190.117472,-14.98379989,0.382923177,0.997114297,[37]
TIC 347378183,253.8212026,-48.80459616,0.231497197,0.997114253,"[39, 66, 12]"
TIC 238607982,132.7655255,21.70501458,0.518865353,0.997103988,"[46, 45, 44]"
TIC 405630560,191.3938019,-13.20276669,0.259966075,0.997085304,[37]
TIC 211412634,321.9168273,-31.79558615,0.753129546,0.99707471,"[1, 28]"
TIC 72684242,208.9436774,-29.18980558,0.295363561,0.997073802,[37]
TIC 397520699,182.4885401,11.05873238,0.322675869,0.997070468,[46]
TIC 48318875,223.3006397,-31.62934238,0.30291984,0.997069094,"[65, 11]"
TIC 28565554,282.1678442,29.91500916,0.347258479,0.997067727,"[54, 53]"
TIC 340843996,293.025529,-72.45409068,0.624857958,0.997065379,[27]
TIC 149993666,90.788753,-62.95233,0.523586743,0.997048534,"[10, 9]"
TIC 4600600,348.6748081,-9.688440389,0.670825406,0.997029369,[42]
TIC 99126646,236.4757412,-32.68726817,0.494868867,0.99701127,[38]
TIC 237229242,296.9703786,72.90866323,0.21131515,0.997009447,"[24, 25, 26]"
TIC 123499478,282.6418907,42.94632571,0.347116592,0.99700458,"[40, 41, 53]"
TIC 355601553,357.6892727,-59.54030189,0.429997482,0.997000181,"[1, 2]"
TIC 151684687,167.0470265,-39.7577724,0.549280482,0.99697232,[36]
TIC 368108303,357.4405214,69.08305725,0.735020195,0.996953113,"[24, 25]"
TIC 390531546,189.9096165,-25.93247019,0.538632619,0.996942841,[37]
TIC 317881547,333.913956,0.973796251,0.413213366,0.996941899,"[55, 42]"
TIC 123763773,90.20735478,-20.82556979,0.461162668,0.996931166,[33]
TIC 357047278,274.5905804,55.44686541,0.616125766,0.996917075,"[48, 55, 41, 19, 17, 25, 20, 14, 49, 40, 56, 15, 52, 58, 21, 60, 53, 51, 54, 22, 26, 47, 50, 16, 18]"
TIC 467688246,60.9871805,35.34725441,0.299514173,0.996917025,[59]
TIC 121108244,287.0808776,40.04636636,0.394831807,0.996888215,"[54, 14, 53, 41, 40]"
TIC 206360297,356.5312475,-51.74859032,0.338486547,0.996861836,"[28, 29]"
TIC 188512428,143.8491891,37.5204446,0.426368792,0.996860547,[48]
TIC 299166770,243.3576479,-63.75708472,0.448477573,0.996859143,[66]
TIC 255660770,107.0560225,18.77736041,1.046009071,0.996824417,"[45, 44]"
TIC 438357427,195.1383371,-61.67552642,0.473046415,0.996802343,"[38, 64, 65]"
TIC 258197433,252.3832534,26.034867,0.207432754,0.996796861,[52]
TIC 349887661,157.3597866,21.8126338,0.783849892,0.996791666,"[45, 46]"
TIC 157884395,225.2213726,-4.455545396,1.169227191,0.996786485,[51]
TIC 426363373,242.5377191,-77.41006279,0.690941146,0.996775581,[66]
TIC 258366664,314.5637156,17.1456493,0.287932476,0.996751235,[55]
TIC 142667952,103.5465413,-13.63930948,0.959520753,0.996739758,[33]
TIC 393662110,302.4149769,21.07878709,0.328694518,0.996739524,"[55, 41, 54, 14]"
TIC 119159758,275.5420997,-55.57284679,0.412030166,0.996725897,"[66, 13]"
TIC 266738805,119.5578215,2.230755306,0.592025821,0.996723374,[61]
TIC 39426509,262.5134267,34.75260387,0.223770839,0.996685908,"[26, 25]"
TIC 71304330,154.6195788,-31.83411841,1.082219209,0.99668418,"[62, 63, 9]"
TIC 313807671,273.5818573,47.22070807,1.038074766,0.996674194,"[25, 40, 41, 54, 53, 26]"
TIC 353196026,325.2528542,1.160948821,0.762226082,0.99666895,[55]
TIC 388105497,55.79956662,-60.99510403,0.247536599,0.996658581,"[31, 30, 29, 28, 38]"
TIC 365179381,22.81274949,8.589585045,0.602052567,0.996654138,"[43, 42]"
TIC 149600376,86.88053915,-62.19902359,0.626717549,0.996637129,"[28, 37, 3, 30, 31, 6, 10, 35, 39, 33, 1, 4, 34, 9, 7, 27, 5, 36, 29, 11, 13, 8]"
TIC 411950369,271.1922721,-62.07493792,0.687658422,0.996620061,[39]
TIC 447363101,157.0353811,-53.97670931,0.382800677,0.996602829,"[36, 10, 9, 37]"
TIC 71733721,166.3777422,-44.95594164,0.321685919,0.99657116,"[36, 37]"
TIC 48438544,223.6934477,-35.10185738,0.558141267,0.996569141,[65]
TIC 453917897,225.2644845,-60.77485829,0.708935055,0.996562887,[65]
TIC 212415990,256.0051215,-51.0836469,0.610818453,0.996562048,"[66, 39, 12]"
TIC 268717683,18.23571896,-22.8075691,0.299089909,0.996555368,[30]
TIC 67686556,63.03687267,-10.46944272,0.321369166,0.996534396,"[5, 32]"
TIC 168709733,214.1929356,43.14585086,0.264672244,0.996531448,"[50, 49]"
TIC 366560501,303.8101801,72.13562717,0.557557786,0.996529297,"[23, 16, 52, 53, 25, 17, 40, 18, 20, 26, 19, 49, 22]"
TIC 390730807,208.1983318,11.83626841,0.372415924,0.996525648,[23]
TIC 256562587,299.8191006,62.67994093,0.249312766,0.99650993,[24]
TIC 401536443,109.4164766,30.91029858,0.602271389,0.996491439,"[45, 47, 44]"
TIC 63698616,5.046203479,-34.27166068,0.295616902,0.996463487,[29]
TIC 148199082,265.8131407,-41.31005164,0.386436508,0.996443858,[66]
TIC 80312842,165.2437873,-53.05331716,0.52146053,0.996439718,"[37, 36]"
TIC 186612295,132.982233,-30.12931001,0.480533523,0.996428947,[35]
TIC 80259588,7.088492759,-45.86935884,0.282061637,0.996412445,[29]
TIC 437732559,1.829823,26.28284333,0.367090524,0.99635636,[57]
TIC 463229791,259.0398938,-41.64770094,1.182096272,0.996352555,"[66, 12]"
TIC 149175965,81.62945124,-60.37750586,0.223742567,0.996325937,"[30, 64, 31, 61, 28, 35, 29, 4, 27, 37, 39, 5, 36, 32, 65, 2, 7, 38, 63, 13, 3, 34, 33, 10, 12, 9, 11, 6, 66]"
TIC 142013583,96.20289086,-72.0110005,0.321918757,0.996312944,"[65, 62, 66, 64, 61, 63, 10, 9, 13, 11]"
TIC 232971368,199.4058843,71.24674721,0.459098552,0.996287125,"[15, 22, 21, 41, 14, 47]"
TIC 190894941,134.0932258,-39.96715758,0.703858774,0.996283848,[35]
TIC 74107579,264.5231263,-56.82146991,0.628854318,0.996268278,[39]
TIC 63618375,274.8677929,-34.76026447,0.774993916,0.996263835,[66]
TIC 31529171,89.666096,-68.196057,0.461811696,0.996224169,"[11, 10, 12]"
TIC 356794821,286.5630656,17.69705929,0.663498439,0.996200054,"[54, 40]"
TIC 142779229,119.1539616,-21.77246468,0.354682002,0.996187277,[61]
